TÁCTICA;Técnica;ID;Táctica Adicional;Implementada;Subtécnica;ID;Técnicas Adicionales;Detectable por Red;Sólo Detectable por Red;Detectable mediante patrones;Mecanismo de detección;Implementada
Command and Control;Non-Application Layer Protocol;T1095;-;SI;-;-;-;SI;SI;SI;Regla genérica que detecte paquetes UDP/ICMP entre un orígen y un servidor;SI
Command and Control;Non-Standard Port;T1571;-;SI;-;-;-;SI;SI;SI;Regla genérica que detecte paquetes que se dirijana un puerto que no es el habitual;SI
Command and Control;Protocol Tunneling;T1572;-;SI;-;-;-;SI;SI;SI;Regla genérica que detecte nuevas conexiones;SI
Command and Control;Proxy;T1090;-;SI;Internal Proxy;T1090.001;-;SI;SI;NO;Aunque sí es detectable la conexión C2 directa con el atacante, no existe un mecanismo de detección concreto que pueda identificar el uso de un proxy, más allá de una detección por anomalías, como la repetición de paquetes, dando a entender que un equipo interno está replicando paquetes, y por tanto está actuando como proxy;SI
Command and Control;Proxy;T1090;-;SI;External Proxy;T1090.002;-;SI;SI;-;-;NO
Command and Control;Proxy;T1090;-;SI;Multi-hop Proxy;T1090.003;-;SI;SI;-;-;NO
Command and Control;Proxy;T1090;-;SI;Domain Fronting;T1090.004;-;SI;SI;-;-;NO
Command and Control;Remote Access Software;T1219;-;SI;-;-;-;SI;NO;NO;Deteccion por listas negras/anomalías. Monitorizar tráfico de red correspondiente a softwares de acesso remoto(AnyDesk, TeamViewer...);SI
Command and Control;Traffic Signaling;T1205;Persistence, Defense Evasion;SI;Port Knocking;T1205.001;-;SI;NO;-;-;SI
Command and Control;Traffic Signaling;T1205;Persistence, Defense Evasion;SI;Socket Filters;T1205.002;-;SI;NO;-;-;NO
Command and Control;Web Service;T1102;-;SI;Dead Drop Resolver;T1102.001;-;SI;SI;-;-;NO
Command and Control;Web Service;T1102;-;SI;Bidirectional Communication;T1102.002;-;SI;SI;-;-;NO
Command and Control;Web Service;T1102;-;SI;One-Way Communication;T1102.003;-;SI;SI;NO;Detección por anomalías, observando actividad inusual relacionada con el uso de servicios web (subidas pesadas de información a la nube, comunicación periódica con servidores web concretos, etc);SI
Exfiltration;Automated Exfiltration;T1020;-;SI;Traffic Duplication;T1020.001;-;SI;SI;NO;Detección por anomalías en red que detecte el envío duplicado de paquetes procedentes de un mismo origen interno a la organización;SI
Exfiltration;Data Transfer Size Limits;T1030;-;SI;-;-;-;SI;SI;NO, salvo circunstaciones concretas del ataque;Dependiendo la forma en la que se envien los archivos, puede ser indetectable. Sin embargo, si utiliza protocolos de transferencia de ficheros (FTP,SMB...) resulta importante monitorizar transferencias con un mismo tamaño de manera concurrente;SI
Exfiltration;Exfiltration Over Alternative Protocols;T1048;-;SI;Exfiltration Over Symmetric Encrypted Non-C2 Protocol;T1048.001;-;SI;NO;-;-;NO
Exfiltration;Exfiltration Over Alternative Protocols;T1048;-;SI;Exfiltration Over Asymmetric Encrypted Non-C2 Protocol;T1048.002;-;SI;NO;-;-;NO
Exfiltration;Exfiltration Over Alternative Protocols;T1048;-;SI;Exfiltration Over Unencrypted Non-C2 Protocol;T1048.003;-;SI;NO;SI;Regla genérica que detecte PING inusual.;SI
Exfiltration;Exfiltration Over C2 Channel;T1041;-;SI;-;-;-;SI;NO;NO;Detección por anomalías basada en la sospecha de una extracción de información confidencial por un posible canal C2;SI
Exfiltration;Exfiltration Over Other Network Medium;T1011;-;SI;Exfiltration Over Bluetooth;T1011.001;-;SI;NO;NO;Detección por anomalías en red Bluetooth. Envío y/o recepción de información comprometida por la red;SI
Exfiltration;Exfiltration Over Physical Medium;T052;-;NO;Exfiltration Over USB;T1052.001;-;NO;NO;-;-;NO
Exfiltration;Exfiltration Over Web Service;T1567;-;SI;Exfiltration to Code Repository;T1567.001;-;SI;NO;-;-;NO
Exfiltration;Exfiltration Over Web Service;T1567;-;SI;Exfiltration to Cloud Storage;T1567.002;-;SI;NO;NO;Deteccion por listas negras/anomalías;SI
Exfiltration;Exfiltration Over Web Service;T1567;-;SI;Exfiltration to Text Storage Sites;T1567.003;-;SI;SI;-;-;NO
Exfiltration;Exfiltration Over Web Service;T1567;-;SI;Exfiltration over Webhook;T1567.004;-;SI;NO;-;-;NO
Exfiltration;Scheduled Transfer;T1029;-;SI;-;-;-;SI;SI;NO;Detección por anomalías, basada en el descubrimiento de eventos programados que no han sido creados por el usuario.;SI
Exfiltration;Transfer Data to Cloud Account;T1537;-;SI;-;-;-;SI;NO;NO;Deteccion por listas negras/anomalías;SI
Impact;Account Access Removal;T1531;-;NO;-;-;-;NO;NO;-;-;NO
Impact;Data Destruction;T1485;-;NO;-;-;-;NO;NO;-;-;NO
Impact;Data Encrypted for Impact;T1486;-;NO;-;-;-;NO;NO;-;-;NO
Impact;Data Manipulation;T1565;-;SI;Stored Data Manipulation;T1565.001;-;NO;NO;NO***;"Reglas personalizadas que detecten ataques de inyeccion SQL mediante la presencia del caracter ""%27""";SI
Impact;Data Manipulation;T1565;-;SI;Transmitted Data Manipulation;T1565.002;-;SI;NO;-;-;SI
Impact;Data Manipulation;T1565;-;SI;Runtime Data Manipulation;T1565.003;-;NO;NO;-;-;NO
Impact;Defacement;T1491;-;SI;Internal Defacement;T1491.001;-;SI;NO;NO;Deteccion por listas negras/anomalías;SI
Impact;Defacement;T1491;-;SI;External Defacement;T1491.002;-;SI;NO;-;-;NO
Impact;Disk Wipe;T1561;-;NO;Disk Content Wipe;T1561.001;-;NO;NO;-;-;NO
Impact;Disk Wipe;T1561;-;NO;Disk Structure Wipe;T1561.002;-;NO;NO;-;-;NO
Impact;Endpoint Denial of Service;T1499;-;SI;OS Exhaustion Flood;T1499.001;-;SI;NO;;;SI
Impact;Endpoint Denial of Service;T1499;-;SI;Service Exhaustion Flood;T1499.002;-;SI;NO;-;-;SI
Impact;Endpoint Denial of Service;T1499;-;SI;Application Exhaustion Flood;T1499.003;-;SI;NO;SI;Reglas que detecen envío masivo de solicitudes a servidor web;SI
Impact;Endpoint Denial of Service;T1499;-;SI;Application or System Exploitation;T1499.004;-;SI;NO;SI;Mediante el uso de preprocesadores, la detección de este ataque es posible estableciendo un asociación entre la IP a proteger y su dirección MAC correspondiente. De esta forma, se puede fundar una regla que detecte mensajes ARP que incumplen esta asociación y que avistan de un posible ataque por suplantación MAC;SI
Impact;Financial Theft;T1657;-;NO;-;-;-;NO;NO;-;-;NO
Impact;Firmware Corruption;T1495;-;NO;-;-;-;NO;NO;-;-;NO
Impact;Inhibit System Recovery;T1490;-;NO;-;-;-;NO;NO;-;-;NO
Impact;Network Denial of Service;T1498;-;SI;Direct Network Flood;T1498.001;-;SI;NO;SI;Regla genérica que detecte un número elevado de intentos de conexión y mensajes UDP/MAC procedentes de un mismo orígen y hacia un mismo servidor o destinatario;SI
Impact;Network Denial of Service;T1498;-;SI;Reflection Amplification;T1498.002;-;SI;NO;-;-;NO
Impact;Resource Hijacking;T1496;-;SI;-;-;-;SI;NO;SI;Regla genérica que detecte envíos a un destino a/desde puertos extraños;SI
Impact;Service Stop;T1489;-;NO;-;-;-;NO;NO;-;-;NO
Impact;System Shutdown/Reboot;T1529;-;NO;-;-;-;NO;NO;-;-;NO
;;;;;;;;;;;;
